Articles (articles_PADI_relevant.csv)	Topic 0 : million / milliard / franc / entreprise / affaire / service / marché / chiffre / sénégal / cfa	Topic 1 : covid / 19 / cas / pandémie / santé / pays / contre / Sénégal / sanitaire / crise	Topic 2 : femme / pouvoir / homme / journée / vie / fille / famille / jour / bien / mars	Topic 3 : Afrique / développement / eau / pays / africain / Sénégal / mondial / international / durable / agriculture	Topic 4 : sénégal / bon / équipe / voir / bien / beaucoup / gagner / vraiment / yer / match	Topic 5 : Sénégal / sénégalais / président / Diop / Ndiaye / dakar / Senghor / Mamadou / Afrique / Dakar	Topic 6 : enseignant / éducation / élève / école / accord / gouvernement / syndicat / problème / cours / année	Topic 7 : loi / droit / national / assemblée / député / pouvoir / maire / article / Sénégal / code	Topic 8 : élection / électoral / candidat / pouvoir / politique / parti / devoir / vote / opposition / justice	Topic 9 : lion / finale / but / Sénégal / match / minute / egypte / face / février / victoire	Topic 10 : président / politique / pouvoir / Wade / sénégalais / Macky / Abdoulaye / sall / etat / parti	Topic 11 : pays / africain / pouvoir / économique / produit / économie / président / Afrique / alimentaire / continent	Topic 12 : sénégal / ramener / beaucoup / monde / new / ligne / petit / bon / mener / voir	Topic 13 : équipe / joueur / match / Sénégal / coupe / jouer / pouvoir / club / national / lion	Topic 14 : pêche / ressource / riz / acteur / secteur / local / pétrole / Sénégal / national / gaz	Topic 15 : père / jour / grand / venir / sénégalais / famille / fils / village / vivre / terre	Topic 16 : eau / zone / population / région / commune / village / terre / pouvoir / rural / service	Topic 17 : pouvoir / aujourd / sénégal / voir / état / devoir / vouloir / savoir / bien / beaucoup	Topic 18 : Sénégal / milliard / etat / sénégalais / gouvernement / Bénin / ministre / sénégal / CFA / public	Topic 19 : agricole / producteur / production / bénin / gouvernement / tonne / agriculture / national / produit / ministre	Topic 20 : ministre / président / république / etat / chef / national / conseil / Macky / communication / gouvernement	Topic 21 : pouvoir / information / réseau / donnée / social / Sénégal / devoir / sénégalais / communication / numérique	Topic 22 : projet / formation / national / développement / programme / secteur / travail / centre / financement / cadre	Topic 23 : Wade / etat / sénégalais / chef / prendre / pouvoir / guerre / Ukraine / pays / président	Topic 24 : prix / fcfa / produit / hausse / marché / milliard / année / denrée / mois / franc	Topic 25 : pays / militaire / russe / Ukraine / Mali / président / force / armée / Russie / sanction	Topic 26 : affaire / justice / presse / dossier / dernier / mort / victime / pouvoir / contre / enquête	Topic 27 : santé / enfant / alimentaire / hôpital / maladie / sanitaire / système / médecin / civil / médical	Topic 28 : football / national / sport / sénégal / fédération / sénégalais / président / stade / coupe / sportif	Topic 29 : beaucoup / pouvoir / artiste / voir / culture / sénégalais / musique / venir / bien / vraiment	Topic 30 : sénégal / état / heure / édition / pouvoir / commune / sénégalais / jour / autorité / président	Topic 31 : Cheikh / religieux / musulman / professeur / Sénégal / communauté / fête / université / monde / science	Topic 32 : pouvoir / politique / pays / devoir / sénégalais / Sénégal / bien / homme / monde / peuple	Topic 33 : coalition / liste / élection / Yewwi / sonko / leader / politique / opposition / Askan / maire	Topic 34 : jeune / emploi / pouvoir / pays / entreprise / programme / local / jeunesse / devoir / politique
article 69	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.1349	0.20087	0.00042	0.00042	0.1826	0.16847	0.30056	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042
article 70	0.17752	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.23404	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.57973	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027	0.00027
article 71	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.1617	0.00019	0.00019	0.00019	0.0308	0.00019	0.00019	0.00019	0.00019	0.00019	0.18686	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.00019	0.38242	0.23252	0.00019
article 72	6e-05	0.00543	6e-05	6e-05	6e-05	0.03015	6e-05	6e-05	6e-05	6e-05	6e-05	0.01253	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	0.00533	0.62609	6e-05	6e-05	0.19911	6e-05	0.11964
article 73	0.00024	0.39296	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.13007	0.00024	0.07517	0.00024	0.00024	0.00024	0.06287	0.00024	0.00024	0.00024	0.00024	0.18641	0.00024	0.00024	0.00024	0.00024	0.14561	0.00024	0.00024	0.00024
article 74	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.96615	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.02785	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018	0.00018
article 75	0.00017	0.06748	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.59183	0.00017	0.00017	0.24694	0.08847	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017
article 76	8e-05	8e-05	0.08657	8e-05	8e-05	8e-05	0.18485	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	0.07233	8e-05	8e-05	8e-05	0.18228	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	0.47151	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05
article 77	0.00052	0.00052	0.00052	0.00052	0.00052	0.18764	0.00052	0.00052	0.00052	0.00052	0.00052	0.00052	0.00052	0.00052	0.00052	0.45775	0.00052	0.00052	0.00052	0.00052	0.00052	0.00052	0.00052	0.24169	0.00052	0.00052	0.06832	0.00052	0.00052	0.00052	0.00052	0.00052	0.00052	0.02901	0.00052
article 78	5e-05	5e-05	0.08636	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	0.87224	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	0.01844	5e-05	5e-05	5e-05	5e-05	0.02155	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05
article 79	0.00038	0.00038	0.00038	0.00038	0.00038	0.06141	0.00038	0.00038	0.00038	0.00038	0.00038	0.00038	0.00038	0.00038	0.00038	0.00038	0.00038	0.09984	0.00038	0.00038	0.00038	0.00038	0.00038	0.00038	0.00038	0.00038	0.41865	0.00038	0.00038	0.00038	0.00038	0.00038	0.00038	0.40829	0.00038
article 80	0.00016	0.00016	0.02947	0.07985	0.00016	0.00016	0.00016	0.00016	0.0842	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.29346	0.41711	0.09115	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016
article 81	0.02556	0.00058	0.00058	0.00058	0.00058	0.00058	0.00058	0.00058	0.00058	0.00058	0.00058	0.00058	0.00058	0.00058	0.00058	0.00058	0.00058	0.00058	0.59243	0.00058	0.00058	0.36335	0.00058	0.00058	0.00058	0.00058	0.00058	0.00058	0.00058	0.00058	0.00058	0.00058	0.00058	0.00058	0.00058
article 82	9e-05	9e-05	9e-05	9e-05	9e-05	0.36876	9e-05	9e-05	9e-05	9e-05	0.32166	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	0.07818	9e-05	9e-05	9e-05	9e-05	9e-05	0.18115	9e-05	9e-05	9e-05	9e-05	9e-05	0.04745	9e-05	9e-05
article 83	0.00015	0.00015	0.00015	0.58029	0.00015	0.00015	0.00015	0.00015	0.03583	0.00015	0.00015	0.00015	0.00015	0.00015	0.07367	0.00015	0.06319	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.24267	0.00015	0.00015
article 84	0.00013	0.08754	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.06677	0.00013	0.00013	0.00013	0.00013	0.04148	0.00013	0.17763	0.00013	0.08518	0.00013	0.00013	0.04003	0.33333	0.00013	0.0401	0.00013	0.00013	0.12452	0.00013	0.00013	0.00013	0.00013	0.00013
article 85	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.67846	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.10655	0.00025	0.00025	0.00025	0.00025	0.20711	0.00025	0.00025	0.00025	0.00025	0.00025
article 86	0.00025	0.00025	0.00025	0.15731	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.08424	0.00025	0.15464	0.00025	0.34005	0.00025	0.00025	0.00025	0.25638	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025	0.00025
article 87	0.00017	0.13077	0.00017	0.35257	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.06803	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.3066	0.00017	0.13707
article 88	0.00042	0.00042	0.00042	0.00042	0.00042	0.32074	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.12262	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.00042	0.15971	0.24567	0.13866	0.00042
article 89	0.00056	0.98095	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056	0.00056
article 90	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.04931	0.00013	0.00013	0.17676	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.00013	0.11329	0.54491	0.00013	0.00013	0.00013	0.00013	0.08917	0.00013	0.00013	0.00013	0.00013	0.02273	0.00013	0.00013	0.00013
article 91	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.07099	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.45843	0.11449	0.00029	0.07704	0.00029	0.00029	0.24961	0.0209	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029
article 92	0.01541	8e-05	8e-05	8e-05	0.10128	8e-05	0.05349	0.04242	0.06326	8e-05	8e-05	8e-05	0.57041	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	0.07269	8e-05	8e-05	8e-05	8e-05	8e-05	0.07892	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05
article 93	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.39406	0.00017	0.00017	0.00017	0.48849	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.03462	0.00017	0.00017	0.00017	0.00017	0.00017	0.00017	0.07755	0.00017	0.00017
article 94	0.00026	0.33614	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.03344	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.13064	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.11128	0.00026	0.00026	0.00026	0.00026	0.10993	0.00026	0.05875	0.21268	0.00026	0.00026
article 95	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.36806	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.19813	0.0004	0.0004	0.19369	0.0004	0.22782	0.0004	0.0004	0.0004	0.0004	0.0004
article 96	0.00022	0.00022	0.00022	0.00022	0.1059	0.00022	0.00022	0.00022	0.00022	0.00022	0.00823	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.44745	0.43171	0.00022
article 97	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	0.02947	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	0.96779	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05	8e-05
article 98	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	0.02008	7e-05	0.03286	0.36773	7e-05	7e-05	0.02085	7e-05	7e-05	0.02463	7e-05	0.08685	0.03526	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	7e-05	0.01978	0.31022	7e-05	0.08011
article 99	0.00028	0.00028	0.00028	0.00028	0.00028	0.00028	0.00028	0.00028	0.00028	0.00028	0.00028	0.00028	0.72288	0.00028	0.00028	0.00028	0.04876	0.00028	0.00028	0.00028	0.00028	0.00028	0.00028	0.01697	0.00028	0.00028	0.00028	0.00028	0.00028	0.20279	0.00028	0.00028	0.00028	0.00028	0.00028
article 100	4e-05	4e-05	4e-05	4e-05	4e-05	0.14995	4e-05	4e-05	0.00918	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	0.07044	4e-05	4e-05	4e-05	0.04857	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	0.08507	4e-05	4e-05	0.56817	0.06746
article 101	0.00029	0.00029	0.00029	0.00029	0.00029	0.09655	0.00029	0.00029	0.28731	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.15248	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.24689	0.00029	0.00029	0.20794	0.00029
article 102	0.00041	0.00041	0.00041	0.00041	0.00041	0.12832	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.23277	0.00041	0.25248	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.23055	0.00041	0.00041	0.14345	0.00041	0.00041
article 103	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.33801	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.65716	0.00015
article 104	0.04128	0.00015	0.00015	0.14633	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.14401	0.00015	0.00015	0.4227	0.00015	0.00015	0.07946	0.10219	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.05983	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015
article 105	0.00012	0.00012	0.12757	0.00012	0.13384	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.61544	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.00012	0.10824	0.00012	0.00012	0.00012	0.00012	0.01141	0.00012	0.00012	0.00012
article 106	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.98458	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045	0.00045
article 107	5e-05	5e-05	5e-05	0.02915	5e-05	5e-05	5e-05	0.02462	5e-05	0.07879	5e-05	5e-05	0.68661	5e-05	0.00479	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	0.02327	0.05773	5e-05	0.09366	5e-05	5e-05	5e-05	5e-05
article 108	0.00041	0.00041	0.00041	0.00041	0.00041	0.05256	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.3848	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.00041	0.02544	0.00041	0.00041	0.17381	0.35114	0.00041	0.00041	0.00041	0.00041	0.00041
article 109	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.10718	0.00037	0.00037	0.11075	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.24037	0.17543	0.00037	0.00037	0.00037	0.00037	0.00037	0.00037	0.35528	0.00037
article 110	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.14481	0.0004	0.0004	0.0004	0.0004	0.27269	0.0004	0.0004	0.4265	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.1437	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004
article 111	0.00022	0.05507	0.00022	0.00022	0.00022	0.28345	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.09297	0.00022	0.26114	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.30063	0.00022	0.00022	0.00022	0.00022	0.00022
article 112	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.43064	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.00026	0.0931	0.00026	0.31884	0.00026	0.00026	0.00026	0.00026	0.14944	0.00026	0.00026	0.00026	0.00026
article 113	0.00016	0.00016	0.00016	0.20358	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.25955	0.00016	0.00016	0.52205	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00974	0.00016
article 114	0.00038	0.00038	0.51887	0.00038	0.00038	0.00038	0.00038	0.00038	0.00038	0.00038	0.07199	0.23601	0.00038	0.00038	0.00038	0.00038	0.00038	0.00038	0.00038	0.00038	0.00038	0.00038	0.00038	0.00038	0.00038	0.00038	0.00038	0.16132	0.00038	0.00038	0.00038	0.00038	0.00038	0.00038	0.00038
article 115	0.00021	0.00021	0.00021	0.00021	0.00021	0.08136	0.00021	0.00021	0.1837	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.31359	0.00021	0.00021	0.00021	0.00021	0.00021	0.29242	0.00021	0.12258	0.00021
article 116	4e-05	4e-05	4e-05	4e-05	0.05825	4e-05	0.03611	4e-05	4e-05	4e-05	4e-05	4e-05	0.70105	4e-05	4e-05	4e-05	0.03773	4e-05	4e-05	4e-05	4e-05	4e-05	0.04452	4e-05	4e-05	4e-05	4e-05	4e-05	0.03487	4e-05	0.08633	4e-05	4e-05	4e-05	4e-05
article 117	0.11662	0.12792	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.28382	0.00033	0.00033	0.33489	0.00033	0.00033	0.00033	0.12678	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033	0.00033
article 118	0.03294	9e-05	0.15116	9e-05	0.30201	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	0.08352	9e-05	9e-05	9e-05	9e-05	9e-05	0.01836	9e-05	9e-05	9e-05	9e-05	9e-05	9e-05	0.06485	9e-05	9e-05	0.05787	9e-05	0.28686	9e-05	9e-05	9e-05	9e-05	9e-05
article 119	0.00023	0.00023	0.00023	0.00023	0.20383	0.00023	0.06794	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.46801	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.25318	0.00023	0.00023
article 120	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.72762	0.00029	0.26276	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029	0.00029
article 121	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.10024	0.20221	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.21267	0.05946	0.0002	0.0002	0.0002	0.34894	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.07057	0.0002	0.0002
article 122	0.01452	6e-05	6e-05	6e-05	0.10832	6e-05	6e-05	6e-05	6e-05	6e-05	0.01352	6e-05	0.47531	6e-05	0.00783	6e-05	0.0533	6e-05	6e-05	0.02144	6e-05	6e-05	0.14257	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	6e-05	0.16176
article 123	0.02962	5e-05	5e-05	5e-05	5e-05	5e-05	0.0269	5e-05	5e-05	5e-05	5e-05	5e-05	0.79777	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	0.08213	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	5e-05	0.01179	0.04173	0.0088	5e-05	5e-05	5e-05	5e-05
article 124	4e-05	0.10126	0.05441	4e-05	4e-05	4e-05	4e-05	4e-05	0.03488	4e-05	4e-05	4e-05	4e-05	4e-05	0.06094	4e-05	0.0336	4e-05	4e-05	4e-05	0.0969	4e-05	0.24925	4e-05	0.09072	4e-05	4e-05	0.05552	0.03767	4e-05	4e-05	4e-05	0.16177	4e-05	0.02206
article 125	0.00016	0.00016	0.00016	0.00016	0.16586	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.69958	0.00016	0.00016	0.00016	0.06046	0.06913	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016
article 126	4e-05	4e-05	0.01976	4e-05	0.06965	4e-05	4e-05	4e-05	4e-05	4e-05	0.02003	4e-05	0.61462	4e-05	4e-05	4e-05	4e-05	0.02983	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	4e-05	0.16325	0.01458	4e-05	4e-05	4e-05	4e-05	0.0672
article 127	2e-05	2e-05	0.11742	2e-05	0.11548	2e-05	2e-05	2e-05	2e-05	2e-05	2e-05	0.10216	2e-05	2e-05	2e-05	2e-05	0.04613	0.20423	2e-05	2e-05	2e-05	2e-05	0.26041	2e-05	2e-05	2e-05	2e-05	0.03111	0.01844	0.04609	0.05388	2e-05	0.00406	2e-05	2e-05
article 128	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.29081	0.3352	0.24356	0.0005	0.0005	0.11489	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005
article 129	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.1591	0.00022	0.00022	0.00022	0.00022	0.00022	0.00022	0.06588	0.00022	0.00022	0.00022	0.00022	0.00022	0.15644	0.12449	0.34192	0.00022	0.00022	0.00022	0.14585	0.00022	0.00022	0.00022	0.00022
article 130	0.11875	0.00021	0.00021	0.21719	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.06732	0.00021	0.20094	0.38945	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021	0.00021
article 131	0.00028	0.00028	0.00028	0.00028	0.00028	0.0527	0.00028	0.00028	0.00028	0.00028	0.00028	0.00028	0.00028	0.00028	0.16729	0.00028	0.25159	0.00028	0.00028	0.05631	0.00028	0.00028	0.30139	0.00028	0.00028	0.00028	0.00028	0.00028	0.00028	0.00028	0.00028	0.00028	0.00028	0.00028	0.16267
article 132	0.00057	0.00057	0.00057	0.00057	0.00057	0.06016	0.00057	0.00057	0.00057	0.00057	0.00057	0.00057	0.00057	0.00057	0.00057	0.00057	0.00057	0.00057	0.00057	0.40798	0.00057	0.00057	0.00057	0.00057	0.51358	0.00057	0.00057	0.00057	0.00057	0.00057	0.00057	0.00057	0.00057	0.00057	0.00057
article 133	0.12025	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.41052	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.00024	0.46148	0.00024	0.00024	0.00024	0.00024
article 134	0.00016	0.00016	0.11793	0.00016	0.02067	0.13589	0.0345	0.00016	0.10977	0.00016	0.22321	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.00016	0.35359	0.00016	0.00016
article 135	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.99481	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015	0.00015
article 136	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.00023	0.23782	0.00023	0.00023	0.00023	0.00023	0.00023	0.0865	0.6683	0.00023
article 137	0.0005	0.07254	0.0005	0.0005	0.0005	0.0005	0.0005	0.0266	0.0005	0.0005	0.29085	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.14597	0.0005	0.19892	0.0005	0.02866	0.0005	0.22243	0.0005	0.0005	0.0005	0.0005	0.0005
